2020-09-12 14:06:30.962: (101ms) 87% AUTOCLICK > Clicks in one second: 35; Last second: 27; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [19.724307422595857, 20.007820795837944, 20.186099994423717]
2020-09-12 14:06:30.968: (101ms) 90% AUTOCLICK > Clicks in one second: 36; Last second: 27; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [19.724307422595857, 20.007820795837944, 20.186099994423717]
2020-09-12 14:06:31.072: (101ms) 92% AUTOCLICK > Clicks in one second: 37; Last second: 27; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [19.724307422595857, 20.007820795837944, 20.186099994423717]
2020-09-12 14:06:31.079: (101ms) 95% AUTOCLICK > Clicks in one second: 38; Last second: 27; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [19.724307422595857, 20.007820795837944, 20.186099994423717]
2020-09-12 14:06:31.081: (101ms) 97% AUTOCLICK > Clicks in one second: 39; Last second: 27; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [19.724307422595857, 20.007820795837944, 20.186099994423717]
2020-09-12 14:06:33.015: (101ms) 80% AUTOCLICK > Clicks in one second: 32; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
2020-09-12 14:06:33.034: (101ms) 82% AUTOCLICK > Clicks in one second: 33; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
2020-09-12 14:06:33.037: (101ms) 85% AUTOCLICK > Clicks in one second: 34; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
2020-09-12 14:06:33.372: (101ms) 87% AUTOCLICK > Clicks in one second: 35; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
2020-09-12 14:06:33.401: (101ms) 90% AUTOCLICK > Clicks in one second: 36; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
2020-09-12 14:06:33.579: (101ms) 92% AUTOCLICK > Clicks in one second: 37; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
2020-09-12 14:06:33.587: (101ms) 95% AUTOCLICK > Clicks in one second: 38; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
2020-09-12 14:06:33.605: (101ms) 97% AUTOCLICK > Clicks in one second: 39; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
2020-09-12 14:06:33.609: (101ms) 100% AUTOCLICK > Clicks in one second: 40; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
2020-09-12 14:06:33.616: (101ms) 100% AUTOCLICK > Clicks in one second: 41; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
2020-09-12 14:06:33.622: (101ms) 100% AUTOCLICK > Clicks in one second: 42; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
2020-09-12 14:06:33.838: (101ms) 100% AUTOCLICK > Clicks in one second: 43; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
2020-09-12 14:06:33.844: (101ms) 100% AUTOCLICK > Clicks in one second: 44; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
2020-09-12 14:06:33.849: (101ms) 100% AUTOCLICK > Clicks in one second: 45; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
2020-09-12 14:06:33.852: (101ms) 100% AUTOCLICK > Clicks in one second: 46; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
2020-09-12 14:06:33.859: (101ms) 100% AUTOCLICK > Clicks in one second: 47; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
2020-09-12 14:06:33.865: (101ms) 100% AUTOCLICK > Clicks in one second: 48; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
2020-09-12 14:06:33.87: (101ms) 100% AUTOCLICK > Clicks in one second: 49; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
2020-09-12 14:06:33.877: (101ms) 100% AUTOCLICK > Clicks in one second: 50; Last second: 39; Better click in one second: 65 Ping: 101. Player version: V1_12. TPS: [18.9611097480264, 19.8457333047995, 20.131090295152017]
